Title: Title
Label: i vs E (AUT71770)
-0.375518798828125 1.34277343750003E-11
-0.3759765625 1.34277343750003E-11
-0.376434326171875 1.31225585937506E-11
-0.37689208984375 1.34277343750003E-11
-0.377349853515625 -3.14331054687506E-12
-0.3778076171875 -6.10351562499445E-14
-0.378265380859375 7.93457031249972E-13
-0.37872314453125 1.70898437499997E-12
-0.379180908203125 2.38037109375006E-12
-0.379638671875 1.85546875000001E-12
-0.380096435546875 1.69982910156249E-12
-0.38055419921875 2.00805664062501E-12
-0.381011962890625 2.53906249999999E-12
-0.3814697265625 2.66113281249999E-12
-0.381927490234375 2.52166748046875E-12
-0.38238525390625 2.53662109375E-12
-0.382843017578125 2.55889892578125E-12
-0.38330078125 2.4285888671875E-12
-0.383758544921875 2.34649658203125E-12
-0.38421630859375 2.53875732421875E-12
-0.384674072265625 2.666015625E-12
-0.3851318359375 2.38677978515625E-12
-0.385589599609375 2.62481689453125E-12
-0.38604736328125 2.74139404296875E-12
-0.386505126953125 2.33551025390625E-12
-0.386962890625 2.85003662109375E-12
-0.387420654296875 2.568359375E-12
-0.38787841796875 3.1103515625E-12
-0.388336181640625 3.07647705078125E-12
-0.3887939453125 2.71209716796875E-12
-0.389251708984375 2.87322998046875E-12
-0.38970947265625 2.8411865234375E-12
-0.390167236328125 2.97027587890625E-12
-0.390625 2.9669189453125E-12
-0.391082763671875 3.099365234375E-12
-0.39154052734375 2.9833984375E-12
-0.391998291015625 3.212890625E-12
-0.3924560546875 2.9644775390625E-12
-0.392913818359375 2.84210205078125E-12
-0.39337158203125 3.08441162109375E-12
-0.393829345703125 2.939453125E-12
-0.394287109375 3.1158447265625E-12
-0.394744873046875 2.79144287109375E-12
-0.39520263671875 3.00506591796875E-12
-0.395660400390625 2.85064697265625E-12
-0.3961181640625 3.04840087890625E-12
-0.396575927734375 3.135986328125E-12
-0.39703369140625 3.17138671875E-12
-0.397491455078125 3.18359375E-12
-0.39794921875 2.93487548828125E-12
-0.398406982421875 2.666015625E-12
-0.39886474609375 3.19244384765625E-12
-0.399322509765625 3.0108642578125E-12
-0.3997802734375 2.89794921875E-12
-0.400238037109375 3.0596923828125E-12
-0.40069580078125 3.1878662109375E-12
-0.401153564453125 3.1060791015625E-12
-0.401611328125 3.0133056640625E-12
-0.402069091796875 3.00262451171875E-12
-0.40252685546875 2.87628173828125E-12
-0.402984619140625 3.05206298828125E-12
-0.4034423828125 2.65625E-12
-0.403900146484375 2.955322265625E-12
-0.40435791015625 3.11370849609375E-12
-0.404815673828125 3.01239013671875E-12
-0.4052734375 2.94769287109375E-12
-0.405731201171875 3.00933837890625E-12
-0.40618896484375 2.9132080078125E-12
-0.406646728515625 2.962646484375E-12
-0.4071044921875 2.88726806640625E-12
